d2LogicalModel/extensionName;d2LogicalModel/extensionVersion;d2LogicalModel/modelBaseVersion;d2LogicalModel/schemaLocation;d2LogicalModel/exchange/supplierIdentification/country;d2LogicalModel/exchange/supplierIdentification/nationalIdentifier;d2LogicalModel/payloadPublication/type;d2LogicalModel/payloadPublication/lang;d2LogicalModel/payloadPublication/publicationTime;d2LogicalModel/payloadPublication/publicationCreator/country;d2LogicalModel/payloadPublication/publicationCreator/nationalIdentifier;d2LogicalModel/payloadPublication/measurementSiteTableReference/targetClass;d2LogicalModel/payloadPublication/measurementSiteTableReference/id;d2LogicalModel/payloadPublication/measurementSiteTableReference/version;d2LogicalModel/payloadPublication/headerInformation/confidentiality;d2LogicalModel/payloadPublication/headerInformation/informationStatus;measurementSiteReference/targetClass;measurementSiteReference/id;measurementSiteReference/version;measurementTimeDefault;measuredValue/index;measuredValue/measuredValue/basicData/type;measuredValue/measuredValue/basicData/measurementOrCalculationPeriod;measuredValue/measuredValue/basicData/vehicleFlow/vehicleFlowRate;measuredValue/measuredValue/basicData/averageVehicleSpeed/speed;measuredValue/measuredValue/basicData/occupancy/percentage;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/type;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/measurementOrCalculationPeriod;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/vehicleFlow/vehicleFlowRate;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/averageVehicleSpeed/speed;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/occupancy/percentage
MeasurementSiteRecord;10026011[D4_1X];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;972;57.0;11.0;;;;;
MeasurementSiteRecord;10024027[D4_4X.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;900;54.0;13.0;;;;;
MeasurementSiteRecord;10007011[D1_1X.1];1;2018-07-05T17:21:41.000+02:00;300;TrafficConcentration;100.0;288;27.0;8.0;TrafficConcentration;100.0;324;31.0;7.0
MeasurementSiteRecord;10005040[D1_1X.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;216;44.0;3.0;;;;;
MeasurementSiteRecord;10006011[D3_5x.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;936;44.0;15.000001;;;;;
MeasurementSiteRecord;10022018[D3_1X];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;216;27.0;5.0;;;;;
MeasurementSiteRecord;10006009[D3_4x.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;792;45.0;11.0;;;;;
MeasurementSiteRecord;10089006[D6_1C];1;2018-07-05T17:21:41.000+02:00;300;TrafficConcentration;100.0;396;44.0;5.0;TrafficConcentration;100.0;144;44.0;2.0
MeasurementSiteRecord;10165017[D1_2X];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;540;35.0;10.0;;;;;
MeasurementSiteRecord;10005042[D1_2X.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;108;44.0;2.0;;;;;
MeasurementSiteRecord;10156009[D1_1x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;252;44.0;3.0;;;;;
MeasurementSiteRecord;10007021[D4_1X.1];1;2018-07-05T17:21:41.000+02:00;300;TrafficConcentration;100.0;288;37.0;4.0;TrafficConcentration;100.0;504;31.0;9.0
MeasurementSiteRecord;10003029[D4_1x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;720;47.0;10.0;;;;;
MeasurementSiteRecord;10003025[D4_4c];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;504;11.0;14.0;;;;;
MeasurementSiteRecord;10003027[D1_1x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;468;38.0;8.0;;;;;
MeasurementSiteRecord;10003028[D1_2x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;324;67.0;4.0;;;;;
MeasurementSiteRecord;10003018[D1_2c];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;252;43.0;5.0;;;;;
MeasurementSiteRecord;10003026[D4_5c];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;144;65.0;5.0;;;;;
MeasurementSiteRecord;10005048[D3_1X.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;720;33.0;14.0;;;;;
MeasurementSiteRecord;10003030[D4_2x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;792;47.0;11.0;;;;;
MeasurementSiteRecord;10005050[D3_2X.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;180;43.0;3.0;;;;;
MeasurementSiteRecord;10089008[D8_1C];1;2018-07-05T17:21:41.000+02:00;300;TrafficConcentration;100.0;792;38.0;12.0;TrafficConcentration;100.0;324;46.0;5.0
MeasurementSiteRecord;10007013[D2_1X.1];1;2018-07-05T17:21:41.000+02:00;300;TrafficConcentration;100.0;612;39.0;14.0;TrafficConcentration;100.0;648;37.0;15.000001
MeasurementSiteRecord;10165022[D3_2X];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;900;43.0;13.0;;;;;
MeasurementSiteRecord;10025008[D1_2x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;396;45.0;6.0;;;;;
MeasurementSiteRecord;10165019[D2_2X];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;432;31.0;9.0;;;;;
MeasurementSiteRecord;10006007[D2_4x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;144;33.0;3.0;;;;;
MeasurementSiteRecord;10003024[D4_3c];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;360;11.0;21.0;;;;;
MeasurementSiteRecord;10003023[D4_2c];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;180;66.0;2.0;;;;;
MeasurementSiteRecord;10024028[D4_5X.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;864;53.0;13.0;;;;;
MeasurementSiteRecord;10059008[D3_3x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;72;27.0;2.0;;;;;
MeasurementSiteRecord;10003022[D4_1c];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;324;66.0;4.0;;;;;
MeasurementSiteRecord;10022017[D2_2x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;396;63.0;4.0;;;;;
MeasurementSiteRecord;10161005[D2_1X];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;756;32.0;11.0;;;;;
MeasurementSiteRecord;10024025[D2_4X.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;396;64.0;4.0;;;;;
MeasurementSiteRecord;10006008[D2_5x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;252;22.0;8.0;;;;;
MeasurementSiteRecord;10005052[D3_3X.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;108;35.0;1.0;;;;;
MeasurementSiteRecord;10017019[MS4_1C];1;2018-07-05T17:21:41.000+02:00;300;TrafficConcentration;100.0;432;38.0;7.0;TrafficConcentration;100.0;540;39.0;9.0
MeasurementSiteRecord;10161006[D4_1X];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;324;45.0;4.0;;;;;
MeasurementSiteRecord;10026010[D3_1X];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;396;44.0;5.0;;;;;
MeasurementSiteRecord;10150006[D2_1X];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;396;41.0;6.0;;;;;
MeasurementSiteRecord;10024026[D2_5X.1];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;504;62.0;5.0;;;;;
MeasurementSiteRecord;10003017[D1_1c];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;324;48.0;5.0;;;;;
MeasurementSiteRecord;10025007[D1_1x];1;2018-07-05T17:23:21.000+02:00;300;TrafficConcentration;100.0;648;42.0;10.0;;;;;
